,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
WFS1,60.78093663534475,1.454877858271566,0.41084402098681605,3.5411927251054065,0.0003983225131442339,0.02275584808239693
AGFG2,20.053178276077954,1.7636343632935503,0.4982952503097891,3.539336090795773,0.0004011347912857617,0.02275584808239693
PNPLA6,26.08275403943134,1.7066157289894437,0.48208722713495944,3.5400558922331284,0.00040004230026102896,0.02275584808239693
SPDYE3,33.906222771402234,-1.8348920463195897,0.5192879274314308,-3.5334771894189223,0.0004101314794590219,0.02306217559427616
CHAC2,10.194025062222337,-4.082379423373432,1.15591217298701,-3.5317384129834823,0.0004128375243031124,0.02306217559427616
STIP1,26.709608543970678,2.2955463706143755,0.6523751370255471,3.518752080406893,0.0004335816822504802,0.0240375056871895
TPST1,72.57903508500287,1.4154505652216385,0.4030770952211928,3.511612497963684,0.00044539690869677926,0.024506876525135567
LINC00486,3556.662621593701,1.4805325136581198,0.4220063235193216,3.50831831454851,0.00045094913387193326,0.024627207176677667
LINC00903,16.200974289009718,-2.3564427841732165,0.6737487815487387,-3.4975095298228043,0.00046962393383768775,0.02545709590980888
GABRA4,9.280167938795122,-4.02997024354419,1.1533714706136473,-3.4940783140752196,0.0004757014525245784,0.025596935511579887
SLC20A2,51.655330274179825,1.3906506692821619,0.39844858295505675,3.490163420756904,0.0004827252574169346,0.025785280538519178
ITPKC,12.968001300839122,2.064374055308502,0.5938482091529911,3.476265522889982,0.0005084486189483797,0.026962514445393063
XYLT1,18.515813106116184,-2.340600048822261,0.6739955152759978,-3.472723476303543,0.000515205885096561,0.027124292569328294
RANGAP1,30.272157574492564,2.554421225672929,0.736477442309512,3.468431046119411,0.0005235068535703369,0.02736445110305518
SPARCL1,504.430594062903,-1.0738597283195992,0.31050630738779733,-3.458415184392486,0.0005433633267009961,0.027836423757406442
PTH1R,18.396919520466703,1.8338752102868683,0.5302315475273975,3.458630892180383,0.000542928391175706,0.027836423757406442
A2ML1-AS1,17.769547717054124,-2.690164992356826,0.7779257482509567,-3.4581256609711626,0.0005439476082685326,0.027836423757406442
TMEM108,75.28709108838332,-1.484317099314599,0.4294651136553371,-3.4561994725974943,0.0005478497369776137,0.02784141927223734
NCKAP5,163.1195039774552,-1.2495742105218692,0.36319764461346593,-3.4404799399283883,0.0005806834804078874,0.02930649454913738
DIAPH3,12.571077663662365,-2.4884756657747387,0.7255373020609454,-3.4298383538737833,0.0006039409241639854,0.03027150467830168
TMC6,19.23499264032176,2.2469243147294056,0.6556073478992835,3.427240896443682,0.0006097478889605128,0.030354660213694103
CDH23,21.18829352808238,1.6522029268032707,0.48235377430051185,3.425292834495226,0.0006141370948218245,0.030366589593960214
GLI3,98.23450022527999,-1.3253846273587107,0.3884206375115728,-3.4122404922916116,0.00064431242292818,0.031644820879116915
PRKCA-AS1,26.58689848170567,-2.055299058110753,0.6037211757794536,-3.404384574480418,0.0006631331952929953,0.03235205815436093
AC016716.2,101.10774530132296,-1.6229731405484111,0.47738164688342616,-3.3997392885628295,0.0006745013234565653,0.03268874625864335
MT-ND2,149.2384525598487,1.901619987565983,0.5598376025257078,3.3967350156310028,0.000681949696373126,0.03283228867143773
ABCD2,16.463120437755176,-2.1807133177181353,0.642673839128107,-3.3931882472089296,0.0006908414482288922,0.033042991621823746
ITGB8,71.21680031410246,1.2663017131558238,0.3737640672219263,3.3879707125616867,0.0007041178243920016,0.03345931323961472
GRID2,35.78686229067026,-1.6369477342255716,0.4842839937854377,-3.3801400732455806,0.0007244889672816981,0.03376949211826412
PLCD3,13.432377619728046,2.023760316909689,0.5985553646612974,3.3810745611725785,0.0007220294752982459,0.03376949211826412
SLC39A14,15.238054546121218,1.7683181537012767,0.5228905505015777,3.3818131767824733,0.0007200909932806238,0.03376949211826412
SDS,12.936994770660405,-2.47020092920801,0.7317057572938429,-3.3759484664216077,0.0007356169639378999,0.033856886428286485
FTH1,1062.0745626106504,-1.0666162373534138,0.3159098071118412,-3.376331514063446,0.0007345934850825594,0.033856886428286485
LINC01572,33.09366510885081,-2.156027588586596,0.6393185023629565,-3.3723841569073927,0.0007452042765804214,0.03408378060009702
HGF,10.251308060119037,3.1032277508713797,0.9217705848228714,3.3665944671772094,0.0007610251153071858,0.03437766539393818
RP11-133F8.2,13.563326486687302,-2.4884883247181797,0.7389663070606594,-3.3675260982012647,0.0007584584734171406,0.03437766539393818
NTM,1011.8245509638305,-1.1479801080806569,0.34141562538846515,-3.3624123288864616,0.000772646565649171,0.03468851268356217
AC005009.2,9.347670529752698,-4.788285995400409,1.42654227135309,-3.356567899567863,0.0007891634079585892,0.03521401109415217
C1S,26.855247554146057,1.4541120313254783,0.43719783279998314,3.3259817918418886,0.0008810768403023791,0.038609103696603655
TPRN,22.815204881756525,2.317948052130415,0.6967003432910983,3.327037333124896,0.0008777461314204523,0.038609103696603655
PTN,148.34370607095272,-1.5274064342085991,0.4591748286311135,-3.3264158637834855,0.0008797057315926833,0.038609103696603655
SLC4A4,234.28819245320017,-1.2389322517979178,0.37428829443644224,-3.310101518572338,0.0009326213937431632,0.0406245438060266
FUT11,10.73419267691441,2.00204188859799,0.6053823338589115,3.307070220956563,0.0009427725568392317,0.040823725271890515
ST6GALNAC5,14.516115850676925,-2.1005659627994597,0.6358385038484178,-3.3036155408736136,0.0009544662884603871,0.04108696646443008
DOT1L,14.914124128074059,1.8560026145849793,0.5642430945431312,3.289366998966622,0.0010041300052812325,0.04195058611524731
ARHGEF17,42.04997535798105,1.2804459776082011,0.3896159582147782,3.286431037053024,0.0010146561550148639,0.04195058611524731
MT-CO2,227.75943809395554,1.7844436721626518,0.5425410956343429,3.2890479385276197,0.0010052690003460756,0.04195058611524731
CD81,92.87234006774078,1.4858025066506897,0.4514189075572169,3.291405126761035,0.0009968823569768558,0.04195058611524731
LENG8,64.40155102262422,1.1693283666595584,0.3557696703243196,3.286756753586102,0.0010134833639341752,0.04195058611524731
RAP2C-AS1,13.49878013368533,-2.5395596875944846,0.7717709409034654,-3.2905614256758313,0.0009998766907012122,0.04195058611524731
ITGA3,10.572761446896402,2.0618914614290107,0.6271702535539196,3.2876104211657156,0.0010104155573347773,0.04195058611524731
ARFGAP1,48.92064191705507,1.3185685541716115,0.40160602287879565,3.2832389930804258,0.0010262162490758966,0.042190171408637143
CHD9,174.64612845768352,-1.0049162957401963,0.30686793722794875,-3.2747516890098582,0.0010575488582004052,0.04323543320843891
FKBP4,20.484588543113645,2.596046497564534,0.7944429189655391,3.2677571107876457,0.0010840335351329812,0.044071985611684204
SPDYE2,31.407618984143756,-1.9179254370093484,0.5872890175685055,-3.265726719954589,0.0010918356319474015,0.044143940080613724
MT-ATP6,133.5594402444141,1.7812235894495496,0.5470660660112847,3.255957004309617,0.001130108635217258,0.044726875287908606
RP11-452H21.1,11.83977748835406,-2.4323479987174634,0.7471819651613578,-3.2553622974454224,0.0011324779896494624,0.044726875287908606
TNIK,484.32350428387707,-0.9188530084499711,0.2818551540233639,-3.2600184716643654,0.0011140495811029546,0.044726875287908606
FLNA,52.02375340141028,1.7100272916474464,0.5251362595248354,3.2563496818801814,0.0011285466926903738,0.044726875287908606
HDAC7,37.53836778340651,1.4614546317512331,0.4490873299943621,3.254277139748254,0.0011368131734833288,0.044726875287908606
LRRC3B,100.36352714333839,-1.4552177233481018,0.4481009858616923,-3.2475218070536878,0.00116414742769149,0.04555738436281456
RP11-371F15.3,13.371674289857333,2.269883188634644,0.7003948001797481,3.2408624222397213,0.001191686819189559,0.04638704331292124
RASGEF1B,10.252132612095897,2.4103114251929507,0.7454566152497875,3.2333356172381733,0.0012235372821831957,0.047374845666754636
RP11-776H12.1,72.6845274937365,-1.3419951381044761,0.41531403052832594,-3.2312781159772235,0.0012323796440395181,0.0473839459608219
SLC25A29,101.50663816470757,1.392264404605632,0.4310052323612659,3.230272627963469,0.0012367222845746082,0.0473839459608219
METTL13,10.080960427954086,2.5517351034465188,0.7913466915434229,3.2245476359668332,0.0012617186356435484,0.04808988008145566
MAPK8IP3,48.488576059643215,1.2907832886150976,0.4009539492687617,3.2192806454934764,0.0012851264177555382,0.04872826489707269
CPSF4,14.078487792173126,1.8043930764200444,0.5608281091123404,3.2173727512980337,0.001293704000094895,0.04880064882832186
HYI,16.590806237960237,1.6850152803090466,0.5243207810071868,3.2137106545200047,0.0013103164232322656,0.04892293665925367
ERBB4,880.5508300794609,-0.9044229291490417,0.28138021694671844,-3.214237798815477,0.0013079130628746909,0.04892293665925367
BRINP3,85.8210605393362,-1.21433653829933,0.37828313014945486,-3.2101260709658432,0.0013267676727627684,0.04928571486943117
TMEM63B,20.150135318916018,1.824816736784615,0.5700482807368458,3.201161723399731,0.0013687468584449298,0.0498332811447761
RP11-77K12.4,25.61783882028821,1.5489651058191412,0.4837427471012615,3.2020430592521056,0.001364565990860093,0.0498332811447761
CHST6,9.393915270927236,2.3333552892656853,0.7281395224611757,3.2045442079269897,0.0013527651429568106,0.0498332811447761
PREX2,236.04939084070702,-1.248244490197568,0.3897389002840576,-3.2027711098065823,0.0013611211635586838,0.0498332811447761
